uid,ref,official_name,name,distance,district
1057752354,С102011,/СКВИРА-РУДЕ СЕЛО-/БІЛА ЦЕРКВА-ТЕТІЇВ-ЛИПОВЕЦЬ-ГУМЕННЕ/- ЛАВРИКИ,О102009 – Лаврики,2.4,Сквирський район
1057752353,С102012,ПИЩИКИ - БЕЗУГЛЯКИ,Пищики – Безугляки,3,Сквирський район
1057752352,С102013,ВОРОНИЧI - ВЕЛИКОПОЛОВЕЦЬКЕ,Вороничі – Великополовецьке,5,Сквирський район
1057752351,С102014,/ ВОРОНИЧI-ВЕЛИКОПОЛОВЕЦЬКЕ/- АНДРIЇВКА,С102013 – Андріївка,5,Сквирський район
1057752350,С102015,ПИЩИКИ - РУДА,Пищики – Руда,6.2,Сквирський район
1057752348,С102017,/М.ПОЛОВЕЦЬКЕ-ШАМРАЇВКА/-ЦУКРОЗАВОД,О102408 – цукрозавод,2.5,Сквирський район
1057752347,С102018,ТАРАСІВКА- ТХОРІВКА,Тарасівка – Тхорівка,3.2,Сквирський район
1057752346,С102019,ПИЩИКИ - ФУРСИ,Пищики – Фурси,3.5,Сквирський район
1057751424,С102101,ПОПРУЖНА - ЧАПАЇВКА,Попружна – Чапаївка,3.8,Ставищенський район
1057751423,С102102,КРАСИЛIВКА - БУКИ,Красилівка – Буки,5.9,Ставищенський район
1057751422,С102103,/ТАРАЩА - СТАВИЩЕ/ - ЖУРАВЛИХА,Т-10-21 – Журавлиха,6.2,Ставищенський район
1057751421,С102104,/ТЕТIЇВ - П*ЯТИГОРИ -/М-05/ - ЧЕРВОНЕ,Т-10-14 – Червоне,3.9,Ставищенський район
1057751420,С102105,/ТАРАЩА - СТАВИЩЕ/ - ЖУРАВЛИХА/ - АНТОНIВКА,С102103 – Антонівка,1.8,Ставищенський район
1057751419,С102106,/КИЇВ-ОДЕСА/- СНІЖКИ-СТАВИЩЕ,М-05 – Сніжки – Ставище,4.2,Ставищенський район
1057751418,С102107,/ТЕТІЇВ-П*ЯТИГОРИ - /М-05/-ЧЕРВОНЕ/- ГРИГОРІВКА,Т-10-14 – Григорівка,2.3,Ставищенський район
1057751417,С102108,/КИЇВ - ОДЕСА// - ВИНАРIВКА,М-05 – Винарівка,1.2,Ставищенський район
1057751416,С102109,/КИЇВ - ОДЕСА/ - ТОРЧИЦЬКИЙ СТЕПОК,М-05 – Торчицький Степок,3.4,Ставищенський район
1057751394,С102110,/ Р-18/ - ВИШКIВСЬКЕ,Р-18 – Вишківське,1.8,Ставищенський район
1057750463,С102201,СЕВЕРИНIВКА - ВОЛОДИМИРІВКА,Северинівка – Володимирівка,12.3,Таращанський район
1057750462,С102202,РIЖКИ - ЧЕРВОНI ЯРИ,Ріжки – Червоні Яри,5,Таращанський район
1057750461,С102203,ПОТОКИ - ЛІСОВИЧІ,Потоки – Лісовичі,3.3,Таращанський район
1057750460,С102204,САЛИХА - /КИЇВ-ФАСТIВ -БІЛА ЦЕРКВА-ТАРАЩА-ЗВЕНИГОРОДКА/ ЧЕPЕЗ КРИВУ,Салиха – Крива – Р-04,8.9,Таращанський район
1057750459,С102205,/Р-04/ - ПЛОСКЕ/ - КРАСЮКИ,О101914 – Красюки,1.2,Таращанський район
1057750458,С102206,/КИЇВ - ФАСТIВ - БІЛА ЦЕРКВА-ТАРАЩА-ЗВЕНИГОРОДКА/ - ЧЕРНИН,Р-04 – Чернин,6.1,Таращанський район
1057750457,С102207,/КИЇВ - ФАСТIВ - БІЛА ЦЕРКВА-ТАРАЩА-ЗВЕНИГОРОДКА/ - УЛАШIВКА,Р-04 – Улашівка,2.6,Таращанський район
1057750456,С102208,/КИЇВ - ФАСТIВ - БІЛА ЦЕРКВА-ТАРАЩА-ЗВЕНИГОРОДКА/ - МАЛОБЕРЕЗАНСЬКЕ,Р-04 – Малоберезанське,3.8,Таращанський район
1057750455,С102209,/КІВШОВАТА - БОВКУН/ - БУДА,О102210 – Буда,2.2,Таращанський район
1057750433,С102210,/КИЇВ - ФАСТIВ - БІЛА ЦЕРКВА-ТАРАЩА-ЗВЕНИГОРОДКА/ - МАКОВЕЦЬКЕ,Р-04 – Маковецьке,4.6,Таращанський район
1057750432,С102211,ПІД*ЇЗД ДО с.КОСЯКІВКА,Під'їзд до с.Косяківка,2.4,Таращанський район
1057749502,С102301,/ТЕТIЇВ - СТАДНИЦЯ/ - ДУБИНА - /ДЕНИХIВКА - СТАДНИЦЯ/,О102307 – Дубина – С102303,6.3,Тетіївський район
1057749501,С102302,/ТЕТIЇВ - П'ЯТИГОРИ - /М-05/ - ОДАЙПIЛЬ,Т-10-14 – Одайпіль,7.4,Тетіївський район
1057749500,С102303,/ТЕТIЇВ - ГОРОШКІВ/ - СТАДНИЦЯ,О102302 – Стадниця,8.4,Тетіївський район
1057749499,С102304,/ТЕТIЇВ - ГОРОШКІВ/ - ХМЕЛIВКА,О102302 – Хмелівка,12.4,Тетіївський район
1057749498,С102305,ГОРОШКIВ-РIДЕНЬКЕ,Горошків – Ріденьке,3.6,Тетіївський район
1057749497,С102306,//ТЕТIЇВ - ГОРОШКІВ/ - ХМЕЛIВКА/ - ВИСОКЕ,С102304 – Високе,3.5,Тетіївський район
1057749496,С102307,/ТЕТIЇВ - ГОРОШКІВ/ - СТЕПОВЕ,О102302 – Степове,3,Тетіївський район
1057749495,С102308,/БIЛА ЦЕРКВА - ТЕТІЇВ-ЛИПОВЕЦЬ-ГУМЕННЕ /-/М-12/-ЧЕРЕПИН/ - ГРИГОРIВКА,О102308 – Григорівка,1.5,Тетіївський район
1057749494,С102309,/ВОЛОДАРКА - ДЕНИХIВКА/ - СОФIПIЛЬ,О100901 – Софіпіль,2.2,Тетіївський район
1057749472,С102310,/ТЕТIЇВ - П*ЯТИГОРИ - /М-05/ - МОЛОЧНЕ,Т-10-14 – Молочне,1.6,Тетіївський район
1057749471,С102311,/ТЕТIЇВ -П*ЯТИГОРИ - /М-05/ - ЧЕРЕПИН,Т-10-14 – Черепин,4.5,Тетіївський район
1057749470,С102312,МИХАЙЛIВКА-ТАРАСIВКА,Михайлівка – Тарасівка,5.4,Тетіївський район
1057749469,С102313,СТАДНИЦЯ - ВИСОКЕ,Стадниця – Високе,6.6,Тетіївський район
1057748541,С102401,/СКРИГАЛIВКА - ЯХНИ/ - СТЕПОВЕ,Скригалівка – Яхні – Степове,6,Фастівський район
1057748540,С102402,МЛИНОК - ВЕПРИК,Млинок – Веприк,3.9,Фастівський район
1057748539,С102403,/ФАСТIВ - ДІДІВЩИНА /НА БРУСИЛІВ/ - ПРИШИВАЛЬНЯ,О102413 – Пришивальня,3.6,Фастівський район
1057748538,С102404,"/ФАСТIВ - ДІДІВЩИНА/ НА БРУСИЛІВ/ - ВIЛЬНЕ ЧЕPЕЗ ДЕМИНIВКУ,ВIЛЬШАНСЬКУ НИВУ",О102413 – Деминівка – Вільшанська Нива – Вільне,4.8,Фастівський район
1057748537,С102405,"/ФАСТIВ-КОЖАНКА-ФУРСИ-ЯБЛУНІВКА-ВОЛОДАРКА/ - ЧЕРВОНЕ ЧЕРЕЗ ТРИЛIСИ, ПИЛИПIВКУ",Т-10-13 – Триліси – Пилипівка – Червоне,13.3,Фастівський район
1057748536,С102406,/КИЇВ-ФАСТІВ-БІЛА ЦЕРКВА-ТАРАЩА-ЗВЕНИГОРОДКА/ - ВИШНЯ,Р-04 – Вишня,3.2,Фастівський район
1057748535,С102407,КОЖАНКА - ПОЧУЙКИ,Кожанка – Почуйки,3.2,Фастівський район
1057748534,С102408,/ФАСТIВ-КОЖАНКА-ФУРСИ-ЯБЛУНІВКА-ВОЛОДАРКА/ - БОРТНИКИ,Т-10-13 – Бортники,5.7,Фастівський район
1057748533,С102409,ПИЛИПІВКА - ЄЛИЗАВЕТIВКА,Пилипівка – Єлізаветівка,4.6,Фастівський район
1057748511,С102410,ВИШНЯКИ - /ФАСТІВ-БОРОВА-/М-05/ ЧЕРЕЗ МОТОВИЛIВСЬКУ СЛОБIДКУ,Вишняки – Мотовилівська Слобідка – О102403,5.8,Фастівський район
1057748510,С102411,/ФАСТIВ - КОЩIЇВКА/ - ВЕЛИКА ОФIРНА,О102405 – Велика Офірна,2.4,Фастівський район
1057748509,С102412,/ФАСТІВЕЦЬ-ПАЛЯНИЧЕНЦІ/ - ГВАРДІЄЦЬ,О102401 – Гвардієць,1.5,Фастівський район
1057748508,С102413,/ФАСТІВ-МИТНИЦЯ-ОБУХІВ-РЖИЩІВ-КАНІВ/ - КЛЕХIВКА,Р-19 – Клехівка,1.1,Фастівський район
1057748507,С102414,ФЕДОРІВКА - ЛУЧИН,Федорівка – Лучин,2.3,Фастівський район
1057748506,С102415,КИЩИНЦІ - ПАЛЯНИЧЕНЦІ,Кищинці – Паляниченці,3.2,Фастівський район
1057748505,С102416,/ФЕДОРІВКА-ЯРОШІВКА/-ПРИШИВАЛЬНЯ,О102410 – Пришивальня,1.9,Фастівський район
1057748504,С102417,ПІД'ЇЗД ДО с.ОЛЕНІВКА,Під'їзд до с. Оленівка,0.7,Фастівський район
1057747580,С102501,ГРИГОРІВКА - ФЕДОРІВКА,Григорівка – Федорівка,2.6,Яготинський район
1057747579,С102502,ТУЖИЛIВ ЧЕРЕЗ СОКОЛIВЩИНУ-/БОРИСПІЛЬ-БЕРЕЗАНЬ-ЯГОТИН/,Тужилів – Соколівщина – Т-10-18,4.4,Яготинський район
1057747578,С102503,"ШЕВЧЕНКОВЕ-/М-03/ ЧЕРЕЗ ДВІРКІВЩИНУ,ВОРОНІВЩИНУ",Шевченкове – Двірківщина – Воронівщина – М-03,8.7,Яготинський район
1057747577,С102504,/Т-25-41/- СУПОЇВКА-ОЗЕРНЕ -/Т-25-41/,Т-25-41 – Супоївка – Озерне – Т-25-41,5.4,Яготинський район
1057747576,С102505,/Т-25-41/-ДЗЮБІВКА- ЧЕРКАСIВКА-/Т-25-41/,Т-25-41 – Дзюбівка – Черкасівка – Т-25-41,3.9,Яготинський район
1057747575,С102506,/ГОРБАЧІВКА-ВОЗНЕСЕНСЬКЕ-/Т-25-41/-РОЗУМІВКА-РОКИТНЕ-/Т-25-41/,О102506 – Розумівка – Рокитне – Т-25-41,7,Яготинський район
1057747574,С102507,/М-03/ - ГРЕЧАНIВКА,М-03 – Гречанівка,8,Яготинський район
1057747573,С102508,/М-03/ - БОГДАНIВКА,М-03 – Богданівка,2.8,Яготинський район
1057747572,С102509,ЖОРАВКА - /М-03/,Жоравка – М-03,4.8,Яготинський район
1057747550,С102510,/ЯГОТИН - ВIЛЬНЕ/ - КУЛЯБIВКА,О102502 – Кулябівка,2.4,Яготинський район
1057747549,С102511,/ЯГОТИН - ВIЛЬНЕ/ - ШЕВЧЕНКОВЕ,О102502 – Шевченкове,2,Яготинський район
1057747548,С102512,/ЯГОТИН - ВIЛЬНЕ/ - ЗАРIЧЧЯ,О102502 – Заріччя,2.6,Яготинський район
1057747547,С102513,/ЯГОТИН - /М-03/ - ЗАСУПОЇВКА,О102503 – Засупоївка,1.8,Яготинський район
1057747546,С102514,/ЯГОТИН-/М-03/ ЧЕРЕЗ ЗАСУПОЇВКУ/ - ПАНФИЛИ,О102503 – Панфилі,3.5,Яготинський район
1057747545,С102515,/П-ХМЕЛЬНИЦЬКИЙ-ДОБРАНИЧІВКА -/М-03/ - ТРУБIВЩИНА,О101713 – Трубівщина,1.6,Яготинський район
1057747544,С102516,/П-ХМЕЛЬНИЦЬКИЙ-ДОБРАНИЧІВКА- /М-03/ - ДЕМКИ,О101713 – Демки,2.3,Яготинський район
1057747543,С102517,ЛЕМЕШIВКА - СМОТРИКИ,Лемешівка – Смотрики,2.6,Яготинський район
1057747542,С102518,/БОРИСПІЛЬ-БЕРЕЗАНЬ-ЯГОТИН/ - ЧЕРНЯХІВСЬКЕ ВІДДІЛЕННЯ,Т-10-18 – Черняхівське відділення,14.8,Яготинський район
1057747541,С102519,ХЛIБОПPИЙМАЛЬНИЙ ПУНКТ - /М-03/,Хлібоприймальний пункт – М-03,3.5,Яготинський район
1057744659,С102818,"ПІД""ЇЗД ДО смт.КОЖАНКА",Під'їзд до смт.Кожанка,0.3,Фастівський район
